transaction_id,customer_id,merchant_id,amount,currency,timestamp,payment_method,failure_type,failure_code,failure_reason,retry_count,customer_historical_success_rate,previous_success_rate,customer_payment_frequency,previous_failures,transaction_hour,day_of_week,subscription_status,amount_relative_to_historical_avg,time_since_previous_successful_payment,device_type,device_os,country,invoice_info,is_recoverable,recoverability_probability,expected_recovery_amount
TXN_E385190AEB,CUST_1031,MERCH_100,988.55,INR,2026-05-28T05:30:49,net_banking,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.863,0.931,1,2,5,3,active,2.23,234538.0,mobile,iOS,IN,"{""invoice_id"": ""INV_67C65CF9"", ""due_date"": ""2026-06-03"", ""items"": 2, ""tax"": 177.94}",1,0.864,854.11
TXN_9DC3851E57,CUST_1945,MERCH_167,2208.0,INR,2026-05-28T05:58:15,wallet,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,2,0.513,0.515,7,3,5,3,active,3.7,67298.0,desktop,macOS,IN,"{""invoice_id"": ""INV_3707CF34"", ""due_date"": ""2026-05-30"", ""items"": 3, ""tax"": 397.44}",0,0.274,0.0
TXN_B79931919E,CUST_1726,MERCH_203,921.98,USD,2026-05-28T06:02:46,credit_card,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,0,0.724,0.72,4,1,6,3,active,0.51,172203.0,desktop,Android,GB,"{""invoice_id"": ""INV_DC7DB720"", ""due_date"": ""2026-06-09"", ""items"": 2, ""tax"": 165.96}",1,0.54,497.87
TXN_D9C327084C,CUST_1953,MERCH_308,253.55,INR,2026-05-28T06:03:55,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.837,0.94,7,0,6,3,active,2.23,385453.0,mobile,Android,IN,"{""invoice_id"": ""INV_A8887A3B"", ""due_date"": ""2026-06-09"", ""items"": 3, ""tax"": 45.64}",0,0.297,0.0
TXN_B614B4ECC4,CUST_1819,MERCH_317,1949.01,INR,2026-05-28T06:15:18,credit_card,merchant_configuration,ERR_MERCHANT_CONFIG,Invalid merchant API credentials or routing config,0,0.741,0.839,3,3,6,3,active,1.48,978780.0,mobile,iOS,IN,"{""invoice_id"": ""INV_4E821112"", ""due_date"": ""2026-06-10"", ""items"": 3, ""tax"": 350.82}",1,0.576,1122.63
TXN_5CEBFA9F13,CUST_1790,MERCH_177,88554.81,INR,2026-05-28T06:21:01,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.612,0.702,3,0,6,3,active,1.04,506696.0,mobile,Android,IN,"{""invoice_id"": ""INV_7241823E"", ""due_date"": ""2026-06-03"", ""items"": 3, ""tax"": 15939.87}",0,0.104,0.0
TXN_BB53AFC8B1,CUST_1242,MERCH_273,474.82,INR,2026-05-28T06:37:01,credit_card,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,0,0.921,0.912,9,1,6,3,active,1.86,60577.0,mobile,iOS,IN,"{""invoice_id"": ""INV_3BDAD5B3"", ""due_date"": ""2026-06-02"", ""items"": 3, ""tax"": 85.47}",0,0.09,0.0
TXN_18BDA2DB33,CUST_1069,MERCH_150,4715.19,INR,2026-05-28T07:08:40,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,3,0.719,0.73,4,2,7,3,active,2.08,222489.0,mobile,macOS,IN,"{""invoice_id"": ""INV_FB3D291B"", ""due_date"": ""2026-06-04"", ""items"": 3, ""tax"": 848.73}",1,0.63,2970.57
TXN_116681E326,CUST_2014,MERCH_131,168.82,INR,2026-05-28T07:31:23,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.885,0.957,3,0,7,3,active,0.22,77437.0,desktop,Android,AE,"{""invoice_id"": ""INV_BBEF7FD2"", ""due_date"": ""2026-05-30"", ""items"": 2, ""tax"": 30.39}",0,0.291,0.0
TXN_2543BC47AF,CUST_2094,MERCH_199,1710.89,INR,2026-05-28T07:33:25,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.423,0.473,4,2,7,3,none,0.83,113324.0,mobile,iOS,IN,"{""invoice_id"": ""INV_B7B0017D"", ""due_date"": ""2026-06-07"", ""items"": 2, ""tax"": 307.96}",0,0.01,0.0
TXN_4740ABCB1B,CUST_1157,MERCH_311,449.11,INR,2026-05-28T07:37:40,debit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.889,0.94,5,1,7,3,trial,0.36,887342.0,desktop,iOS,IN,"{""invoice_id"": ""INV_F8B15720"", ""due_date"": ""2026-06-09"", ""items"": 1, ""tax"": 80.84}",1,0.873,392.07
TXN_FB62A73A75,CUST_1548,MERCH_307,2786.5,INR,2026-05-28T07:39:07,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.705,0.628,3,3,7,3,active,0.95,608112.0,desktop,Windows,GB,"{""invoice_id"": ""INV_8F2D5E9F"", ""due_date"": ""2026-06-07"", ""items"": 3, ""tax"": 501.57}",0,0.486,0.0
TXN_9025C2E6C8,CUST_1325,MERCH_342,1040.78,USD,2026-05-28T07:47:51,debit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,2,0.885,1.0,5,1,7,3,active,0.26,308378.0,mobile,macOS,IN,"{""invoice_id"": ""INV_551161CF"", ""due_date"": ""2026-06-02"", ""items"": 3, ""tax"": 187.34}",1,0.609,633.84
TXN_3333B48DDC,CUST_2058,MERCH_246,1003.87,INR,2026-05-28T07:51:56,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,1,0.93,0.825,4,0,7,3,none,0.87,895185.0,mobile,Windows,IN,"{""invoice_id"": ""INV_1CB7F0E8"", ""due_date"": ""2026-05-29"", ""items"": 2, ""tax"": 180.7}",1,0.84,843.25
TXN_8B666D7952,CUST_1459,MERCH_336,582.5,INR,2026-05-28T07:52:26,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.66,0.62,6,2,7,3,active,0.82,31392.0,mobile,iOS,IN,"{""invoice_id"": ""INV_F7E5C162"", ""due_date"": ""2026-06-08"", ""items"": 1, ""tax"": 104.85}",0,0.282,0.0
TXN_7AB15CEAF7,CUST_1415,MERCH_138,210.73,INR,2026-05-28T07:57:42,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.757,0.749,3,4,7,3,canceled,0.64,658044.0,mobile,macOS,IN,"{""invoice_id"": ""INV_707594D3"", ""due_date"": ""2026-06-06"", ""items"": 3, ""tax"": 37.93}",0,0.345,0.0
TXN_33541F6B4E,CUST_1570,MERCH_315,1347.17,INR,2026-05-28T07:59:07,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.98,0.952,4,0,7,3,none,1.28,189632.0,mobile,Windows,GB,"{""invoice_id"": ""INV_72C42A7C"", ""due_date"": ""2026-06-02"", ""items"": 2, ""tax"": 242.49}",0,0.396,0.0
TXN_3FCE867F07,CUST_1885,MERCH_241,888.45,INR,2026-05-28T08:06:36,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.729,0.647,6,1,8,3,active,0.76,298047.0,mobile,iOS,IN,"{""invoice_id"": ""INV_88E10700"", ""due_date"": ""2026-06-10"", ""items"": 2, ""tax"": 159.92}",1,0.873,775.62
TXN_C1F1D584FF,CUST_1510,MERCH_256,1191.71,EUR,2026-05-28T08:09:22,wallet,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.426,0.563,4,4,8,3,active,1.04,42255.0,mobile,iOS,IN,"{""invoice_id"": ""INV_45D252C5"", ""due_date"": ""2026-06-04"", ""items"": 1, ""tax"": 214.51}",0,0.117,0.0
TXN_C83D5D83CC,CUST_1367,MERCH_141,1284.17,INR,2026-05-28T08:11:06,upi,merchant_configuration,ERR_MERCHANT_CONFIG,Invalid merchant API credentials or routing config,0,0.86,0.949,5,1,8,3,active,0.46,95388.0,mobile,Android,IN,"{""invoice_id"": ""INV_0BCF24CB"", ""due_date"": ""2026-06-06"", ""items"": 3, ""tax"": 231.15}",1,0.642,824.44
TXN_CE56302FB2,CUST_1911,MERCH_113,780.22,INR,2026-05-28T08:36:14,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.76,0.795,3,1,8,3,active,1.3,200569.0,mobile,iOS,AE,"{""invoice_id"": ""INV_CADDC8E7"", ""due_date"": ""2026-06-01"", ""items"": 3, ""tax"": 140.44}",0,0.266,0.0
TXN_B1323DC3C6,CUST_1882,MERCH_215,2036.23,INR,2026-05-28T08:57:09,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.693,0.518,6,2,8,3,active,1.53,226182.0,mobile,Android,IN,"{""invoice_id"": ""INV_0D0E4720"", ""due_date"": ""2026-06-06"", ""items"": 2, ""tax"": 366.52}",1,0.928,1889.62
TXN_67B86BA025,CUST_1206,MERCH_238,1453.54,INR,2026-05-28T09:06:18,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.461,0.553,1,4,9,3,canceled,0.37,175569.0,mobile,Android,IN,"{""invoice_id"": ""INV_3902D6D1"", ""due_date"": ""2026-06-09"", ""items"": 1, ""tax"": 261.64}",0,0.144,0.0
TXN_72B2E7ADEF,CUST_1577,MERCH_174,4127.87,INR,2026-05-28T09:13:39,net_banking,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,2,0.591,0.583,2,2,9,3,active,1.76,111012.0,mobile,Android,SG,"{""invoice_id"": ""INV_E0760EC4"", ""due_date"": ""2026-06-06"", ""items"": 1, ""tax"": 743.02}",0,0.01,0.0
TXN_6B514D6310,CUST_1668,MERCH_146,19521.88,INR,2026-05-28T09:24:25,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.665,0.632,4,3,9,3,active,2.15,163943.0,desktop,iOS,IN,"{""invoice_id"": ""INV_EEE7A676"", ""due_date"": ""2026-06-05"", ""items"": 3, ""tax"": 3513.94}",0,0.317,0.0
TXN_E73CDAA326,CUST_1105,MERCH_203,2271.35,INR,2026-05-28T09:26:07,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.769,0.846,5,1,9,3,active,1.81,169714.0,tablet,Android,IN,"{""invoice_id"": ""INV_AD12DF6B"", ""due_date"": ""2026-06-07"", ""items"": 3, ""tax"": 408.84}",0,0.327,0.0
TXN_32BB60D92E,CUST_1665,MERCH_123,5469.36,INR,2026-05-28T09:32:00,upi,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.93,0.954,4,0,9,3,active,1.23,422273.0,mobile,Windows,IN,"{""invoice_id"": ""INV_EF1C24A8"", ""due_date"": ""2026-05-29"", ""items"": 3, ""tax"": 984.48}",1,0.913,4993.53
TXN_5ED8A92BD8,CUST_2041,MERCH_249,2049.67,INR,2026-05-28T09:33:14,wallet,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.872,0.801,5,0,9,3,active,3.91,559006.0,desktop,Android,AE,"{""invoice_id"": ""INV_F6EA392F"", ""due_date"": ""2026-06-02"", ""items"": 3, ""tax"": 368.94}",0,0.358,0.0
TXN_91F461A194,CUST_1259,MERCH_276,2879.54,INR,2026-05-28T09:42:05,credit_card,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,0,0.566,0.453,11,1,9,3,active,1.79,122041.0,mobile,iOS,IN,"{""invoice_id"": ""INV_B8795FE1"", ""due_date"": ""2026-06-08"", ""items"": 3, ""tax"": 518.32}",0,0.279,0.0
TXN_E30CC104F1,CUST_1312,MERCH_282,1305.05,INR,2026-05-28T09:53:00,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,2,0.585,0.692,5,2,9,3,active,0.98,201986.0,mobile,macOS,IN,"{""invoice_id"": ""INV_240A4E37"", ""due_date"": ""2026-06-07"", ""items"": 3, ""tax"": 234.91}",0,0.01,0.0
TXN_2F2B163A54,CUST_1630,MERCH_154,1631.89,EUR,2026-05-28T10:12:52,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.852,0.813,5,1,10,3,active,1.69,37743.0,mobile,iOS,IN,"{""invoice_id"": ""INV_44AE0A89"", ""due_date"": ""2026-06-09"", ""items"": 2, ""tax"": 293.74}",0,0.424,0.0
TXN_B4C8A9B7F4,CUST_2125,MERCH_312,816.35,INR,2026-05-28T10:42:30,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.637,0.591,6,2,10,3,none,0.34,499137.0,mobile,iOS,IN,"{""invoice_id"": ""INV_434DEB74"", ""due_date"": ""2026-06-09"", ""items"": 1, ""tax"": 146.94}",0,0.01,0.0
TXN_12FB923316,CUST_1536,MERCH_169,7462.7,INR,2026-05-28T11:02:50,upi,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.98,1.0,5,0,11,3,active,0.7,13475.0,mobile,iOS,IN,"{""invoice_id"": ""INV_814ECFB4"", ""due_date"": ""2026-06-05"", ""items"": 3, ""tax"": 1343.29}",1,0.99,7388.07
TXN_B2CD71852A,CUST_2203,MERCH_177,4759.75,INR,2026-05-28T11:08:42,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,2,0.594,0.642,5,4,11,3,none,1.13,79970.0,desktop,Windows,IN,"{""invoice_id"": ""INV_B405596A"", ""due_date"": ""2026-06-09"", ""items"": 3, ""tax"": 856.76}",0,0.355,0.0
TXN_73C5304E32,CUST_1673,MERCH_172,2333.54,INR,2026-05-28T11:21:06,upi,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.612,0.588,7,2,11,3,active,2.8,156989.0,desktop,Android,IN,"{""invoice_id"": ""INV_8371A274"", ""due_date"": ""2026-06-01"", ""items"": 3, ""tax"": 420.04}",1,0.74,1726.82
TXN_C481DD28F3,CUST_1349,MERCH_262,648.55,INR,2026-05-28T11:24:33,debit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.841,0.904,4,1,11,3,active,2.25,245334.0,mobile,iOS,IN,"{""invoice_id"": ""INV_9C1B3266"", ""due_date"": ""2026-06-08"", ""items"": 1, ""tax"": 116.74}",1,0.844,547.38
TXN_8A88DEC94F,CUST_1214,MERCH_143,1515.51,INR,2026-05-28T11:45:03,credit_card,unknown,ERR_UNKNOWN,Unknown upstream gateway failure,0,0.906,0.948,8,0,11,3,active,1.99,796422.0,tablet,Android,US,"{""invoice_id"": ""INV_E32ACCD6"", ""due_date"": ""2026-06-06"", ""items"": 3, ""tax"": 272.79}",0,0.44,0.0
TXN_D7FB4807FC,CUST_2147,MERCH_263,4757.39,INR,2026-05-28T11:49:39,net_banking,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,2,0.796,0.884,2,2,11,3,canceled,1.51,26256.0,mobile,Android,IN,"{""invoice_id"": ""INV_24551C37"", ""due_date"": ""2026-06-10"", ""items"": 3, ""tax"": 856.33}",1,0.519,2469.09
TXN_9607DAF930,CUST_1327,MERCH_188,20867.3,INR,2026-05-28T12:24:48,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.973,1.0,3,0,12,3,active,0.63,530537.0,mobile,Android,IN,"{""invoice_id"": ""INV_38A79A1F"", ""due_date"": ""2026-06-03"", ""items"": 2, ""tax"": 3756.11}",1,0.842,17570.27
TXN_4738601E06,CUST_1846,MERCH_114,1953.14,INR,2026-05-28T12:31:25,debit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,2,0.767,0.835,8,2,12,3,none,0.68,2481.0,mobile,iOS,IN,"{""invoice_id"": ""INV_34BB2F56"", ""due_date"": ""2026-05-31"", ""items"": 2, ""tax"": 351.57}",1,0.569,1111.34
TXN_4CD406E83D,CUST_1097,MERCH_144,6157.6,INR,2026-05-28T12:36:06,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.54,0.604,2,3,12,3,active,1.05,1062755.0,mobile,iOS,IN,"{""invoice_id"": ""INV_7387B0DC"", ""due_date"": ""2026-05-31"", ""items"": 2, ""tax"": 1108.37}",1,0.604,3719.19
TXN_25335D9F7C,CUST_1658,MERCH_221,2150.35,INR,2026-05-28T12:39:46,upi,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.866,1.0,4,0,12,3,none,1.29,128415.0,mobile,macOS,SG,"{""invoice_id"": ""INV_C0380558"", ""due_date"": ""2026-05-29"", ""items"": 3, ""tax"": 387.06}",1,0.933,2006.28
TXN_A0A8B88A1C,CUST_1299,MERCH_161,6475.51,INR,2026-05-28T12:53:46,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.725,0.67,7,3,12,3,active,0.85,120941.0,desktop,iOS,IN,"{""invoice_id"": ""INV_473024E9"", ""due_date"": ""2026-06-09"", ""items"": 3, ""tax"": 1165.59}",1,0.529,3425.54
TXN_165ECFAD69,CUST_1029,MERCH_191,223.52,INR,2026-05-28T13:06:01,net_banking,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,4,0.815,0.75,6,0,13,3,active,0.94,214090.0,mobile,Android,IN,"{""invoice_id"": ""INV_E0AC2378"", ""due_date"": ""2026-06-08"", ""items"": 2, ""tax"": 40.23}",1,0.688,153.78
TXN_F74F0CF7DC,CUST_2097,MERCH_277,764.33,INR,2026-05-28T13:09:10,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.859,0.888,6,1,13,3,active,0.49,173695.0,mobile,Android,IN,"{""invoice_id"": ""INV_9B409655"", ""due_date"": ""2026-05-31"", ""items"": 3, ""tax"": 137.58}",0,0.29,0.0
TXN_558FB90474,CUST_1171,MERCH_305,2473.4,INR,2026-05-28T13:17:10,debit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,1,0.976,0.953,3,0,13,3,trial,1.31,190336.0,desktop,iOS,IN,"{""invoice_id"": ""INV_B39493D3"", ""due_date"": ""2026-06-10"", ""items"": 2, ""tax"": 445.21}",1,0.887,2193.91
TXN_E838F0B470,CUST_2017,MERCH_112,535.52,INR,2026-05-28T13:26:40,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.683,0.73,6,1,13,3,none,0.55,101979.0,mobile,Android,US,"{""invoice_id"": ""INV_E79DF39B"", ""due_date"": ""2026-05-29"", ""items"": 2, ""tax"": 96.39}",0,0.293,0.0
TXN_ECDF983140,CUST_1922,MERCH_204,2764.06,INR,2026-05-28T13:38:31,credit_card,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,1,0.936,0.922,5,0,13,3,canceled,0.75,164316.0,mobile,Windows,IN,"{""invoice_id"": ""INV_F21B0159"", ""due_date"": ""2026-06-03"", ""items"": 3, ""tax"": 497.53}",0,0.454,0.0
TXN_B3283983D4,CUST_1083,MERCH_258,1880.85,INR,2026-05-28T13:55:35,upi,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,1,0.717,0.577,7,1,13,3,active,0.42,391997.0,desktop,Android,IN,"{""invoice_id"": ""INV_67C21F4B"", ""due_date"": ""2026-05-30"", ""items"": 2, ""tax"": 338.55}",1,0.99,1862.04
TXN_1A7B4ADCAE,CUST_1984,MERCH_104,363.02,INR,2026-05-28T14:04:15,credit_card,merchant_configuration,ERR_MERCHANT_CONFIG,Invalid merchant API credentials or routing config,1,0.98,1.0,11,0,14,3,active,0.61,305669.0,desktop,iOS,IN,"{""invoice_id"": ""INV_4B97ADF2"", ""due_date"": ""2026-06-09"", ""items"": 2, ""tax"": 65.34}",0,0.492,0.0
TXN_852FB1CCBB,CUST_1638,MERCH_182,301.26,INR,2026-05-28T14:08:33,credit_card,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,4,0.709,0.829,3,0,14,3,trial,0.37,24060.0,mobile,Android,IN,"{""invoice_id"": ""INV_9FDBED98"", ""due_date"": ""2026-06-01"", ""items"": 3, ""tax"": 54.23}",0,0.01,0.0
TXN_523CE9C5FC,CUST_1084,MERCH_235,2522.42,INR,2026-05-28T14:09:15,credit_card,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,1,0.652,0.578,8,3,14,3,active,0.92,277293.0,mobile,iOS,US,"{""invoice_id"": ""INV_1A8D834A"", ""due_date"": ""2026-06-03"", ""items"": 3, ""tax"": 454.04}",0,0.195,0.0
TXN_40B8D7D418,CUST_1663,MERCH_240,574.17,INR,2026-05-28T14:10:51,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.792,0.795,7,2,14,3,trial,1.78,284380.0,tablet,iOS,IN,"{""invoice_id"": ""INV_595109C1"", ""due_date"": ""2026-06-03"", ""items"": 1, ""tax"": 103.35}",0,0.429,0.0
TXN_AB21CD8B69,CUST_1518,MERCH_268,1144.56,INR,2026-05-28T14:15:13,net_banking,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.785,0.878,5,1,14,3,active,1.94,76013.0,tablet,Windows,IN,"{""invoice_id"": ""INV_50132CBB"", ""due_date"": ""2026-06-01"", ""items"": 3, ""tax"": 206.02}",0,0.276,0.0
TXN_2B1BBC796A,CUST_1183,MERCH_116,3398.01,USD,2026-05-28T14:15:31,upi,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.801,0.782,5,1,14,3,active,1.27,49306.0,mobile,Android,IN,"{""invoice_id"": ""INV_85482564"", ""due_date"": ""2026-05-29"", ""items"": 1, ""tax"": 611.64}",1,0.99,3364.03
TXN_05AD464498,CUST_1972,MERCH_131,1665.89,EUR,2026-05-28T14:18:30,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.93,0.935,5,1,14,3,none,0.96,6257.0,mobile,Android,IN,"{""invoice_id"": ""INV_438BEBF1"", ""due_date"": ""2026-06-10"", ""items"": 2, ""tax"": 299.86}",1,0.513,854.6
TXN_D39DFA28C9,CUST_1340,MERCH_104,1184.43,INR,2026-05-28T14:47:33,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,1,0.867,0.846,8,1,14,3,active,0.45,16785.0,mobile,iOS,IN,"{""invoice_id"": ""INV_47C3C08A"", ""due_date"": ""2026-05-30"", ""items"": 1, ""tax"": 213.2}",1,0.831,984.26
TXN_0C3CF2FB28,CUST_1226,MERCH_225,396.7,INR,2026-05-28T15:13:56,upi,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,0,0.71,0.761,6,2,15,3,trial,1.06,413627.0,desktop,Android,IN,"{""invoice_id"": ""INV_4AB6CA26"", ""due_date"": ""2026-06-04"", ""items"": 3, ""tax"": 71.41}",0,0.22,0.0
TXN_F175F3B254,CUST_1836,MERCH_236,8101.57,INR,2026-05-28T15:33:14,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.756,0.75,3,0,15,3,active,2.65,334290.0,desktop,iOS,IN,"{""invoice_id"": ""INV_45EB15B7"", ""due_date"": ""2026-05-31"", ""items"": 1, ""tax"": 1458.28}",1,0.85,6886.33
TXN_F4685D0A2B,CUST_1263,MERCH_206,4045.35,INR,2026-05-28T15:34:23,debit_card,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,2,0.97,1.0,5,0,15,3,none,1.37,9371.0,mobile,Android,IN,"{""invoice_id"": ""INV_A5A44934"", ""due_date"": ""2026-06-05"", ""items"": 2, ""tax"": 728.16}",0,0.01,0.0
TXN_3B6F6AEF08,CUST_1449,MERCH_261,949.29,INR,2026-05-28T15:41:41,upi,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,0,0.851,0.849,3,0,15,3,canceled,2.09,125546.0,mobile,Android,IN,"{""invoice_id"": ""INV_2508DCB6"", ""due_date"": ""2026-06-09"", ""items"": 2, ""tax"": 170.87}",0,0.313,0.0
TXN_37AD7F969D,CUST_1169,MERCH_336,732.82,INR,2026-05-28T15:51:30,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.871,0.874,3,0,15,3,none,0.71,111824.0,mobile,iOS,AE,"{""invoice_id"": ""INV_72828743"", ""due_date"": ""2026-05-31"", ""items"": 2, ""tax"": 131.91}",0,0.274,0.0
TXN_CA1A96DFF6,CUST_1565,MERCH_100,1030.83,USD,2026-05-28T16:05:02,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,3,0.668,0.813,3,3,16,3,canceled,0.62,196364.0,desktop,Android,IN,"{""invoice_id"": ""INV_3AEB55C2"", ""due_date"": ""2026-06-02"", ""items"": 2, ""tax"": 185.55}",0,0.238,0.0
TXN_637D78AE0C,CUST_1131,MERCH_267,679.14,EUR,2026-05-28T16:06:07,net_banking,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.812,0.813,5,3,16,3,active,1.58,258657.0,desktop,iOS,IN,"{""invoice_id"": ""INV_C2C04717"", ""due_date"": ""2026-06-05"", ""items"": 3, ""tax"": 122.25}",0,0.298,0.0
TXN_E0D348AB2C,CUST_1826,MERCH_306,1343.88,INR,2026-05-28T16:17:02,net_banking,merchant_configuration,ERR_MERCHANT_CONFIG,Invalid merchant API credentials or routing config,0,0.888,0.872,5,0,16,3,active,0.71,784565.0,mobile,iOS,IN,"{""invoice_id"": ""INV_D15E49A6"", ""due_date"": ""2026-06-01"", ""items"": 1, ""tax"": 241.9}",0,0.452,0.0
TXN_45DDB5D293,CUST_1605,MERCH_281,5520.37,INR,2026-05-28T16:34:27,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,1,0.714,0.721,1,5,16,3,active,1.69,67503.0,mobile,Windows,IN,"{""invoice_id"": ""INV_070D700D"", ""due_date"": ""2026-06-08"", ""items"": 3, ""tax"": 993.67}",1,0.886,4891.05
TXN_BEE2987864,CUST_2069,MERCH_225,4972.2,INR,2026-05-28T16:41:14,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,2,0.757,0.822,5,2,16,3,none,1.5,1086378.0,mobile,Android,US,"{""invoice_id"": ""INV_CAEED796"", ""due_date"": ""2026-06-07"", ""items"": 2, ""tax"": 895.0}",1,0.647,3217.01
TXN_F9CE654F8B,CUST_1349,MERCH_131,4955.59,INR,2026-05-28T17:27:43,upi,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,0,0.856,0.893,7,0,17,3,active,0.36,479943.0,desktop,iOS,IN,"{""invoice_id"": ""INV_BC5FDB54"", ""due_date"": ""2026-06-09"", ""items"": 2, ""tax"": 892.01}",0,0.184,0.0
